exercise_name,parent,leaf,ontology,score
ae_adl_dict3,NonNestedIteration,SingleForLoopIteration,education,5
ae_adl_dict3,HandlingDictionary,CreatingDictionary,education,5
ae_adl_dict3,HandlingDictionary,AddingItemToDictionary,education,5
ae_adl_dict3,HandlingDictionary,IndexingDictionary,education,5
ae_adl_dict3,HandlingDictionary,AccessingDictionary,education,5
ae_adl_dict3,ArithmeticOperation,FindMaximum,education,5
ae_adl_dict3,HandlingString,CreatingString,education,4
ae_adl_objects1,Call,FunctionCall,parser,5
ae_adl_objects1,NumericLiteral,IntegerLiteral,parser,5
ae_adl_objects1,ClassMethod,__init()__,parser,5
ae_adl_objects1,Operator,=,parser,5
ae_adl_objects1,Statement,ExpressionStatement,parser,4
ae_adl_objects1,AssignmentStatement,SimpleAssignmentStatement,parser,5
ae_adl_objects1,BuiltInFunction,print(),parser,5
ae_adl_objects1,HandlingObjectOrientedProgramming,CreatingObject,education,5
ae_adl_objects1,HandlingObjectOrientedProgramming,CallingOOPMethod,education,5
ae_adl_objects1,Python,Printing,education,5
ae_adl_objects1,HandlingFunction,CallingFunctionLibrary,education,5
ae_adl_objects1,ManagingVariable,AssigningVariable,education,4
ae_adl_objects1,HandlingStandardFunction,CallingStandardFunction,education,5
ae_adl_objects1,HandlingFunction,CallingStandardFunction,,5
ae_adl_objects2,Call,FunctionCall,parser,5
ae_adl_objects2,ArithmeticExpression,BinaryOperation,parser,5
ae_adl_objects2,LogicalExpression,ComparisonExpression,parser,5
ae_adl_objects2,LogicalExpression,BooleanExpression,parser,5
ae_adl_objects2,Literal,BooleanLiteral,parser,5
ae_adl_objects2,NumericLiteral,IntegerLiteral,parser,5
ae_adl_objects2,Operator,=,parser,5
ae_adl_objects2,ComparisonOperator,Less,parser,5
ae_adl_objects2,ComparisonOperator,Larger,parser,5
ae_adl_objects2,DefinitionStatement,ClassDefinition,parser,5
ae_adl_objects2,DefinitionStatement,FunctionDefinition,parser,5
ae_adl_objects2,AssignmentStatement,SimpleAssignmentStatement,parser,5
ae_adl_objects2,ConditionalStatement,IfStatement,parser,5
ae_adl_objects2,BuiltInFunction,min(),parser,5
ae_adl_objects2,BuiltInFunction,print(),parser,5
ae_adl_objects2,LogicalOperator,>,,5
ae_adl_objects2,ArtithmeticOperator,+,parser,5
ae_adl_objects2,ArtithmeticOperator,-,parser,5
ae_adl_objects2,JumpStatement,ReturnStatement,parser,5
ae_adl_objects2,HandlingObjectOrientedProgramming,DefiningClass,education,5
ae_adl_objects2,HandlingObjectOrientedProgramming,DefiningOOPMethod,education,5
ae_adl_objects2,HandlingObjectOrientedProgramming,CreatingObject,education,5
ae_adl_objects2,HandlingFunction,CallingFunctionLibrary,education,5
ae_adl_objects2,CheckingCondition,IfChecking,education,5
ae_adl_objects2,ManagingVariable,UpdatingVariable,education,5
ae_adl_objects2,Python,Printing,education,5
ae_adl_objects2,CheckingCondition,BooleanEvaluating,education,5
ae_adl_objects2,ManagingVariable,AssigningVariable,education,5
ae_adl_objects2,HandlingFunctionCallingFunction,CallingFunctionCallingFunction,education,4
ae_adl_objects2,HandlingStandardFunction,CallingStandardFunction,education,5
ae_adl_objects2,HandlingStandardFunction,DefiningStandardFunction,education,5
ae_adl_objects2,ArithmeticOperation,Addition,education,4
ae_adl_objects2,ArithmeticOperation,Substraction,education,4
ae_adl_objects2,ArithmeticOperation,FindMinimum,education,5
ae_adl_objects2,ClassMethod,__init()__,parser,5
ae_adl_objects2,Statement,ExpressionStatement,parser,5
ae_adl_objects2,HandlingObjectOrientedProgramming,CallingOOPMethod,education,5
py_concat_str_num,Call,FunctionCall,parser,5
py_concat_str_num,ArithmeticExpression,BinaryOperation,parser,5
py_concat_str_num,Literal,StringLiteral,parser,5
py_concat_str_num,NumericLiteral,IntegerLiteral,parser,5
py_concat_str_num,Operator,=,parser,5
py_concat_str_num,AssignmentStatement,SimpleAssignmentStatement,parser,5
py_concat_str_num,BuiltInFunction,str(),parser,5
py_concat_str_num,BuiltInFunction,print(),parser,5
py_concat_str_num,ArtithmeticOperator,+,parser,5
py_concat_str_num,Statement,ExpressionStatement,parser,4
py_concat_str_num,Python,Concatenation,education,5
py_concat_str_num,Python,Printing,education,5
py_concat_str_num,ManagingVariable,AssigningVariable,education,5
py_concat_str_num,HandlingFunction,CallingFunctionLibrary,education,5
py_concat_str_num,HandlingFunction,NestedFunctionCall,education,5
py_concat_str_num,HandlingStandardFunction,CallingStandardFunction,education,5
py_concat_str_num,HandlingString,CreatingString,education,5
py_concat_str_num,HandlingString,TransformingToStringType,education,5
py_concat_str_num,HandlingString,FormattingString,education,4
py_concat_str_num,ArithmeticOperation,Addition,education,4
py_concat_str_num,HandlingString,Addition,,5
py_concat_str_num2,Call,FunctionCall,parser,5
py_concat_str_num2,ArithmeticExpression,BinaryOperation,parser,5
py_concat_str_num2,Literal,StringLiteral,parser,5
py_concat_str_num2,NumericLiteral,IntegerLiteral,parser,5
py_concat_str_num2,Operator,=,parser,5
py_concat_str_num2,AssignmentStatement,SimpleAssignmentStatement,parser,5
py_concat_str_num2,ArtithmeticOperator,*,parser,5
py_concat_str_num2,BuiltInFunction,str(),parser,5
py_concat_str_num2,BuiltInFunction,print(),parser,5
py_concat_str_num2,ArtithmeticOperator,+,parser,5
py_concat_str_num2,Python,Concatenation,education,5
py_concat_str_num2,Python,Printing,education,5
py_concat_str_num2,ManagingVariable,AssigningVariable,education,5
py_concat_str_num2,HandlingFunction,CallingFunctionLibrary,education,5
py_concat_str_num2,HandlingFunction,NestedFunctionCall,education,4
py_concat_str_num2,HandlingStandardFunction,CallingStandardFunction,education,5
py_concat_str_num2,HandlingString,TransformingToStringType,education,5
py_concat_str_num2,HandlingString,CreatingString,education,5
py_concat_str_num2,ArithmeticOperation,Multiplication,education,5
py_concat_str_num2,Statement,ExpressionStatement,parser,4
py_concat_string_num3,Call,FunctionCall,parser,5
py_concat_string_num3,ArithmeticExpression,BinaryOperation,parser,5
py_concat_string_num3,Literal,StringLiteral,parser,5
py_concat_string_num3,NumericLiteral,IntegerLiteral,parser,5
py_concat_string_num3,Operator,=,parser,5
py_concat_string_num3,AssignmentStatement,SimpleAssignmentStatement,parser,5
py_concat_string_num3,ArtithmeticOperator,+,parser,5
py_concat_string_num3,BuiltInFunction,str(),parser,5
py_concat_string_num3,BuiltInFunction,print(),parser,5
py_concat_string_num3,Python,Concatenation,education,5
py_concat_string_num3,Python,Printing,education,5
py_concat_string_num3,ManagingVariable,AssigningVariable,education,5
py_concat_string_num3,HandlingFunction,CallingFunctionLibrary,education,5
py_concat_string_num3,HandlingFunction,NestedFunctionCall,education,4
py_concat_string_num3,HandlingStandardFunction,CallingStandardFunction,education,5
py_concat_string_num3,HandlingString,CreatingString,education,5
py_concat_string_num3,HandlingString,TransformingToStringType,education,5
py_concat_string_num3,ArithmeticOperation,Addition,education,5
py_time_conversion,Call,FunctionCall,parser,5
py_time_conversion,ArithmeticExpression,BinaryOperation,parser,5
py_time_conversion,Literal,StringLiteral,parser,5
py_time_conversion,NumericLiteral,IntegerLiteral,parser,5
py_time_conversion,Operator,=,parser,5
py_time_conversion,ArtithmeticOperator,//,parser,5
py_time_conversion,ArtithmeticOperator,Modulus,parser,5
py_time_conversion,Statement,ExpressionStatement,parser,4
py_time_conversion,AssignmentStatement,SimpleAssignmentStatement,parser,5
py_time_conversion,BuiltInFunction,input(),parser,5
py_time_conversion,BuiltInFunction,int(),parser,5
py_time_conversion,BuiltInFunction,print(),parser,5
py_time_conversion,Python,Printing,education,5
py_time_conversion,Python,HandlingInput,education,5
py_time_conversion,ManagingVariable,AssigningVariable,education,5
py_time_conversion,HandlingFunction,CallingFunctionLibrary,education,5
py_time_conversion,HandlingStandardFunction,CallingStandardFunction,education,5
py_time_conversion,HandlingInteger,TransformingToIntType,education,5
py_time_conversion,ArithmeticOperation,Division,education,5
py_time_conversion,ArithmeticOperation,FindRemainder,education,5
py_display_time2,Call,FunctionCall,parser,5
py_display_time2,ArithmeticExpression,BinaryOperation,parser,5
py_display_time2,Literal,StringLiteral,parser,5
py_display_time2,NumericLiteral,IntegerLiteral,parser,5
py_display_time2,Operator,=,parser,5
py_display_time2,ArtithmeticOperator,//,parser,5
py_display_time2,ArtithmeticOperator,Modulus,parser,5
py_display_time2,Statement,ExpressionStatement,parser,4
py_display_time2,AssignmentStatement,SimpleAssignmentStatement,parser,5
py_display_time2,BuiltInFunction,input(),parser,5
py_display_time2,BuiltInFunction,int(),parser,5
py_display_time2,BuiltInFunction,print(),parser,5
py_display_time2,Python,HandlingInput,education,5
py_display_time2,Python,Printing,education,5
py_display_time2,ManagingVariable,AssigningVariable,education,5
py_display_time2,HandlingFunction,CallingFunctionLibrary,education,5
py_display_time2,HandlingStandardFunction,CallingStandardFunction,education,5
py_display_time2,HandlingInteger,TransformingToIntType,education,5
py_display_time2,ArithmeticOperation,Division,education,5
py_display_time2,ArithmeticOperation,FindRemainder,education,5
py_display_time2,HandlingString,CreatingString,education,4
py_bmi_calculator,Call,FunctionCall,parser,5
py_bmi_calculator,ArithmeticExpression,BinaryOperation,parser,5
py_bmi_calculator,Literal,StringLiteral,parser,5
py_bmi_calculator,NumericLiteral,IntegerLiteral,parser,5
py_bmi_calculator,Operator,=,parser,5
py_bmi_calculator,BuiltInFunction,input(),parser,5
py_bmi_calculator,BuiltInFunction,float(),parser,5
py_bmi_calculator,ArtithmeticOperator,/,parser,5
py_bmi_calculator,ArtithmeticOperator,**,parser,5
py_bmi_calculator,ArtithmeticOperator,*,parser,5
py_bmi_calculator,BuiltInFunction,print(),parser,5
py_bmi_calculator,Statement,ExpressionStatement,parser,4
py_bmi_calculator,AssignmentStatement,SimpleAssignmentStatement,parser,5
py_bmi_calculator,Python,HandlingInput,education,5
py_bmi_calculator,Python,Printing,education,5
py_bmi_calculator,ManagingVariable,AssigningVariable,education,5
py_bmi_calculator,HandlingFunction,CallingFunctionLibrary,education,5
py_bmi_calculator,HandlingStandardFunction,CallingStandardFunction,education,5
py_bmi_calculator,HandlingFloat,TransformingToFloatType,education,5
py_bmi_calculator,ArithmeticOperation,Division,education,5
py_bmi_calculator,ArithmeticOperation,Power,education,5
py_bmi_calculator,ArithmeticOperation,Multiplication,education,5
py_bmi_calculator,HandlingString,CreatingString,education,4
py_bmi_calculator,HandlingString,FormattingString,education,4
py_bmi_calculator2,Call,FunctionCall,parser,5
py_bmi_calculator2,ArithmeticExpression,BinaryOperation,parser,5
py_bmi_calculator2,Literal,StringLiteral,parser,5
py_bmi_calculator2,NumericLiteral,FloatLiteral,parser,4
py_bmi_calculator2,NumericLiteral,IntegerLiteral,parser,5
py_bmi_calculator2,Operator,=,parser,5
py_bmi_calculator2,ArtithmeticOperator,/,parser,5
py_bmi_calculator2,ArtithmeticOperator,**,parser,5
py_bmi_calculator2,ArtithmeticOperator,*,parser,5
py_bmi_calculator2,Statement,ExpressionStatement,parser,5
py_bmi_calculator2,AssignmentStatement,SimpleAssignmentStatement,parser,5
py_bmi_calculator2,BuiltInFunction,input(),parser,5
py_bmi_calculator2,BuiltInFunction,float(),parser,5
py_bmi_calculator2,BuiltInFunction,round(),parser,5
py_bmi_calculator2,BuiltInFunction,print(),parser,5
py_bmi_calculator2,Python,HandlingInput,education,5
py_bmi_calculator2,Python,Printing,education,5
py_bmi_calculator2,ManagingVariable,AssigningVariable,education,5
py_bmi_calculator2,ManagingVariable,UpdatingVariable,education,5
py_bmi_calculator2,HandlingFunction,CallingFunctionLibrary,education,5
py_bmi_calculator2,HandlingStandardFunction,CallingStandardFunction,education,5
py_bmi_calculator2,HandlingFloat,TransformingToFloatType,education,5
py_bmi_calculator2,ArithmeticOperation,Division,education,5
py_bmi_calculator2,ArithmeticOperation,Power,education,5
py_bmi_calculator2,ArithmeticOperation,Multiplication,education,5
py_bmi_calculator2,ArithmeticOperation,Round,education,5
py_bmi_calculator2,HandlingString,CreatingString,education,4
py_bmi_calculator2,Python,AssigningVariable,,5
py_bmi_calculator2,Python,UpdatingVariable,,4
py_pythagorean_theorem,Call,FunctionCall,parser,5
py_pythagorean_theorem,ArithmeticExpression,BinaryOperation,parser,5
py_pythagorean_theorem,Literal,StringLiteral,parser,5
py_pythagorean_theorem,NumericLiteral,FloatLiteral,parser,5
py_pythagorean_theorem,NumericLiteral,IntegerLiteral,parser,5
py_pythagorean_theorem,Operator,=,parser,5
py_pythagorean_theorem,BuiltInFunction,input(),parser,5
py_pythagorean_theorem,BuiltInFunction,float(),parser,5
py_pythagorean_theorem,ArtithmeticOperator,**,parser,5
py_pythagorean_theorem,ArtithmeticOperator,+,parser,5
py_pythagorean_theorem,BuiltInFunction,print(),parser,5
py_pythagorean_theorem,AssignmentStatement,SimpleAssignmentStatement,parser,5
py_pythagorean_theorem,Statement,ExpressionStatement,parser,5
py_pythagorean_theorem,Python,HandlingInput,education,5
py_pythagorean_theorem,Python,Printing,education,5
py_pythagorean_theorem,ManagingVariable,AssigningVariable,education,5
py_pythagorean_theorem,HandlingFunction,CallingFunctionLibrary,education,5
py_pythagorean_theorem,HandlingStandardFunction,CallingStandardFunction,education,5
py_pythagorean_theorem,HandlingFloat,TransformingToFloatType,education,5
py_pythagorean_theorem,ArithmeticOperation,Power,education,5
py_pythagorean_theorem,ArithmeticOperation,Addition,education,5
py_pythagorean_theorem,HandlingString,CreatingString,education,4
py_pythagorean_theorem2,Call,FunctionCall,parser,5
py_pythagorean_theorem2,ArithmeticExpression,BinaryOperation,parser,5
py_pythagorean_theorem2,ArithmeticExpression,UnaryOperation,parser,4
py_pythagorean_theorem2,Literal,StringLiteral,parser,5
py_pythagorean_theorem2,NumericLiteral,FloatLiteral,parser,4
py_pythagorean_theorem2,NumericLiteral,IntegerLiteral,parser,5
py_pythagorean_theorem2,Operator,=,parser,5
py_pythagorean_theorem2,ArtithmeticOperator,-,parser,4
py_pythagorean_theorem2,ArtithmeticOperator,**,parser,5
py_pythagorean_theorem2,Statement,ExpressionStatement,parser,5
py_pythagorean_theorem2,AssignmentStatement,SimpleAssignmentStatement,parser,5
py_pythagorean_theorem2,BuiltInFunction,input(),parser,5
py_pythagorean_theorem2,BuiltInFunction,float(),parser,5
py_pythagorean_theorem2,BuiltInFunction,print(),parser,5
py_pythagorean_theorem2,Python,HandlingInput,education,5
py_pythagorean_theorem2,Python,Printing,education,5
py_pythagorean_theorem2,ManagingVariable,AssigningVariable,education,5
py_pythagorean_theorem2,HandlingFunction,CallingFunctionLibrary,education,5
py_pythagorean_theorem2,HandlingStandardFunction,CallingStandardFunction,education,5
py_pythagorean_theorem2,HandlingFloat,TransformingToFloatType,education,5
py_pythagorean_theorem2,ArithmeticOperation,Power,education,5
py_pythagorean_theorem2,ArithmeticOperation,Substraction,education,5
py_pythagorean_theorem2,HandlingString,CreatingString,education,4
py_pythagorean_theorem2,HandlingString,FormattingString,education,4
py_f_to_c_conversion,Call,FunctionCall,parser,5
py_f_to_c_conversion,ArithmeticExpression,BinaryOperation,parser,5
py_f_to_c_conversion,Literal,StringLiteral,parser,5
py_f_to_c_conversion,NumericLiteral,FloatLiteral,parser,5
py_f_to_c_conversion,NumericLiteral,IntegerLiteral,parser,5
py_f_to_c_conversion,Operator,=,parser,5
py_f_to_c_conversion,ArtithmeticOperator,/,parser,5
py_f_to_c_conversion,ArtithmeticOperator,*,parser,5
py_f_to_c_conversion,ArtithmeticOperator,+,parser,5
py_f_to_c_conversion,AssignmentStatement,SimpleAssignmentStatement,parser,5
py_f_to_c_conversion,BuiltInFunction,input(),parser,5
py_f_to_c_conversion,BuiltInFunction,int(),parser,5
py_f_to_c_conversion,BuiltInFunction,print(),parser,5
py_f_to_c_conversion,Python,Printing,education,5
py_f_to_c_conversion,Python,HandlingInput,education,5
py_f_to_c_conversion,ManagingVariable,AssigningVariable,education,5
py_f_to_c_conversion,HandlingFunction,CallingFunctionLibrary,education,5
py_f_to_c_conversion,HandlingStandardFunction,CallingStandardFunction,education,5
py_f_to_c_conversion,HandlingInteger,TransformingToIntType,education,5
py_f_to_c_conversion,ArithmeticOperation,Multiplication,education,5
py_f_to_c_conversion,ArithmeticOperation,Addition,education,5
py_f_to_c_conversion,HandlingString,CreatingString,education,4
py_f_to_c_conversion,HandlingInteger,TransformingToFloatType,,4
py_f_to_c_conversion,HandlingString,TransformingToStringType,education,4
py_f_to_c_conversion,ArithmeticOperation,Division,education,5
py_fahrenheit_to_celsius,Call,FunctionCall,parser,5
py_fahrenheit_to_celsius,ArithmeticExpression,BinaryOperation,parser,5
py_fahrenheit_to_celsius,Literal,StringLiteral,parser,5
py_fahrenheit_to_celsius,NumericLiteral,FloatLiteral,parser,5
py_fahrenheit_to_celsius,NumericLiteral,IntegerLiteral,parser,5
py_fahrenheit_to_celsius,Operator,=,parser,5
py_fahrenheit_to_celsius,AssignmentStatement,SimpleAssignmentStatement,parser,5
py_fahrenheit_to_celsius,BuiltInFunction,input(),parser,5
py_fahrenheit_to_celsius,BuiltInFunction,int(),parser,5
py_fahrenheit_to_celsius,BuiltInFunction,print(),parser,5
py_fahrenheit_to_celsius,ArtithmeticOperator,-,parser,5
py_fahrenheit_to_celsius,ArtithmeticOperator,*,parser,5
py_fahrenheit_to_celsius,ArtithmeticOperator,/,parser,5
py_fahrenheit_to_celsius,Python,Printing,education,5
py_fahrenheit_to_celsius,Python,HandlingInput,education,5
py_fahrenheit_to_celsius,ManagingVariable,AssigningVariable,education,5
py_fahrenheit_to_celsius,HandlingFunction,CallingFunctionLibrary,education,5
py_fahrenheit_to_celsius,HandlingStandardFunction,CallingStandardFunction,education,5
py_fahrenheit_to_celsius,HandlingInteger,TransformingToIntType,education,5
py_fahrenheit_to_celsius,ArithmeticOperation,Substraction,education,5
py_fahrenheit_to_celsius,ArithmeticOperation,Multiplication,education,5
py_fahrenheit_to_celsius,HandlingString,CreatingString,education,4
py_fahrenheit_to_celsius,HandlingString,TransformingToStringType,education,4
py_fahrenheit_to_celsius,Statement,ExpressionStatement,parser,4
py_fahrenheit_to_celsius,HandlingInteger,TransformingToFloatType,,4
py_fahrenheit_to_celsius,Python,AssigningVariable,,5
py_fahrenheit_to_celsius,ArithmeticOperation,Division,education,5
py_vending_machine,Call,FunctionCall,parser,5
py_vending_machine,ArithmeticExpression,BinaryOperation,parser,5
py_vending_machine,Literal,StringLiteral,parser,5
py_vending_machine,NumericLiteral,IntegerLiteral,parser,5
py_vending_machine,Operator,=,parser,5
py_vending_machine,ArtithmeticOperator,//,parser,5
py_vending_machine,ArtithmeticOperator,-,parser,5
py_vending_machine,ArtithmeticOperator,Modulus,parser,5
py_vending_machine,ArtithmeticOperator,*,parser,5
py_vending_machine,Statement,ExpressionStatement,parser,4
py_vending_machine,AssignmentStatement,SimpleAssignmentStatement,parser,5
py_vending_machine,BuiltInFunction,input(),parser,5
py_vending_machine,BuiltInFunction,int(),parser,5
py_vending_machine,BuiltInFunction,print(),parser,5
py_vending_machine,Python,Printing,education,5
py_vending_machine,Python,HandlingInput,education,5
py_vending_machine,ManagingVariable,AssigningVariable,education,5
py_vending_machine,ManagingVariable,UpdatingVariable,education,5
py_vending_machine,HandlingFunction,CallingFunctionLibrary,education,5
py_vending_machine,HandlingStandardFunction,CallingStandardFunction,education,5
py_vending_machine,HandlingInteger,TransformingToIntType,education,5
py_vending_machine,ArithmeticOperation,Division,education,5
py_vending_machine,ArithmeticOperation,FindRemainder,education,5
py_vending_machine,HandlingString,CreatingString,education,4
py_vending_machine,ArithmeticOperation,Substraction,education,5
py_vending_machine,ArithmeticOperation,Multiplication,education,5
py_vending_machine2,Call,FunctionCall,parser,5
py_vending_machine2,ArithmeticExpression,BinaryOperation,parser,5
py_vending_machine2,Literal,StringLiteral,parser,5
py_vending_machine2,NumericLiteral,IntegerLiteral,parser,5
py_vending_machine2,Operator,=,parser,5
py_vending_machine2,ArtithmeticOperator,//,parser,5
py_vending_machine2,ArtithmeticOperator,Modulus,parser,5
py_vending_machine2,ArtithmeticOperator,*,parser,5
py_vending_machine2,AssignmentStatement,SimpleAssignmentStatement,parser,5
py_vending_machine2,BuiltInFunction,input(),parser,5
py_vending_machine2,BuiltInFunction,int(),parser,5
py_vending_machine2,BuiltInFunction,print(),parser,5
py_vending_machine2,ArtithmeticOperator,-,parser,5
py_vending_machine2,Python,Printing,education,5
py_vending_machine2,Python,HandlingInput,education,5
py_vending_machine2,ManagingVariable,AssigningVariable,education,5
py_vending_machine2,ManagingVariable,UpdatingVariable,education,5
py_vending_machine2,HandlingFunction,CallingFunctionLibrary,education,5
py_vending_machine2,HandlingStandardFunction,CallingStandardFunction,education,5
py_vending_machine2,HandlingInteger,TransformingToIntType,education,5
py_vending_machine2,ArithmeticOperation,Multiplication,education,5
py_vending_machine2,ArithmeticOperation,Substraction,education,5
py_vending_machine2,ArithmeticOperation,FindRemainder,education,5
py_vending_machine2,HandlingString,CreatingString,education,4
py_vending_machine2,ArithmeticOperation,Division,education,5
py_vending_machine2,HandlingString,TransformingToStringType,education,4
py_vending_machine2,Statement,ExpressionStatement,parser,4
py_nested_if_min_max,Call,FunctionCall,parser,5
py_nested_if_min_max,ArithmeticExpression,BinaryOperation,parser,4
py_nested_if_min_max,LogicalExpression,ComparisonExpression,parser,5
py_nested_if_min_max,LogicalExpression,BooleanExpression,parser,5
py_nested_if_min_max,Literal,StringLiteral,parser,5
py_nested_if_min_max,NumericLiteral,IntegerLiteral,parser,4
py_nested_if_min_max,Operator,=,parser,5
py_nested_if_min_max,ComparisonOperator,Less,parser,5
py_nested_if_min_max,ConditionalStatement,IfElseStatement,parser,5
py_nested_if_min_max,AssignmentStatement,SimpleAssignmentStatement,parser,5
py_nested_if_min_max,BuiltInFunction,input(),parser,5
py_nested_if_min_max,BuiltInFunction,int(),parser,5
py_nested_if_min_max,BuiltInFunction,print(),parser,5
py_nested_if_min_max,Python,HandlingInput,education,5
py_nested_if_min_max,CheckingCondition,NestedIfChecking,education,5
py_nested_if_min_max,CheckingCondition,IfElseChecking,education,4
py_nested_if_min_max,Python,Printing,education,5
py_nested_if_min_max,ManagingVariable,AssigningVariable,education,5
py_nested_if_min_max,HandlingFunction,CallingFunctionLibrary,education,5
py_nested_if_min_max,HandlingStandardFunction,CallingStandardFunction,education,5
py_nested_if_min_max,HandlingInteger,TransformingToIntType,education,5
py_nested_if_min_max,ArithmeticOperation,FindMinimum,education,5
py_nested_if_min_max,HandlingString,CreatingString,education,4
py_nested_if_min_max,CheckingCondition,BooleanEvaluating,education,5
py_nested_if_max_of_three,Call,FunctionCall,parser,5
py_nested_if_max_of_three,ArithmeticExpression,BinaryOperation,parser,4
py_nested_if_max_of_three,LogicalExpression,ComparisonExpression,parser,5
py_nested_if_max_of_three,LogicalExpression,BooleanExpression,parser,5
py_nested_if_max_of_three,Literal,StringLiteral,parser,5
py_nested_if_max_of_three,Operator,=,parser,5
py_nested_if_max_of_three,ComparisonOperator,Larger,parser,5
py_nested_if_max_of_three,Statement,ExpressionStatement,parser,4
py_nested_if_max_of_three,ConditionalStatement,IfElseStatement,parser,5
py_nested_if_max_of_three,AssignmentStatement,SimpleAssignmentStatement,parser,5
py_nested_if_max_of_three,BuiltInFunction,input(),parser,5
py_nested_if_max_of_three,BuiltInFunction,int(),parser,5
py_nested_if_max_of_three,BuiltInFunction,print(),parser,5
py_nested_if_max_of_three,Python,Printing,education,4
py_nested_if_max_of_three,Python,HandlingInput,education,5
py_nested_if_max_of_three,CheckingCondition,IfElseChecking,education,4
py_nested_if_max_of_three,CheckingCondition,NestedIfChecking,education,5
py_nested_if_max_of_three,CheckingCondition,BooleanEvaluating,education,4
py_nested_if_max_of_three,ManagingVariable,AssigningVariable,education,4
py_nested_if_max_of_three,HandlingFunction,CallingFunctionLibrary,education,5
py_nested_if_max_of_three,HandlingStandardFunction,CallingStandardFunction,education,5
py_nested_if_max_of_three,HandlingInteger,TransformingToIntType,education,5
py_nested_if_max_of_three,ArithmeticOperation,FindMaximum,education,5
py_nested_if_max_of_three,HandlingString,CreatingString,education,4
py_nested_if_temperature,Call,FunctionCall,parser,5
py_nested_if_temperature,ArithmeticExpression,BinaryOperation,parser,4
py_nested_if_temperature,LogicalExpression,ComparisonExpression,parser,5
py_nested_if_temperature,LogicalExpression,BooleanExpression,parser,5
py_nested_if_temperature,Literal,StringLiteral,parser,5
py_nested_if_temperature,Operator,=,parser,5
py_nested_if_temperature,ComparisonOperator,Less,parser,5
py_nested_if_temperature,ComparisonOperator,Larger,parser,5
py_nested_if_temperature,Statement,ExpressionStatement,parser,4
py_nested_if_temperature,ConditionalStatement,IfElseStatement,parser,5
py_nested_if_temperature,AssignmentStatement,SimpleAssignmentStatement,parser,5
py_nested_if_temperature,BuiltInFunction,input(),parser,5
py_nested_if_temperature,BuiltInFunction,float(),parser,5
py_nested_if_temperature,BuiltInFunction,print(),parser,5
py_nested_if_temperature,Python,Printing,education,4
py_nested_if_temperature,Python,HandlingInput,education,5
py_nested_if_temperature,CheckingCondition,IfElseChecking,education,4
py_nested_if_temperature,CheckingCondition,NestedIfChecking,education,5
py_nested_if_temperature,CheckingCondition,BooleanEvaluating,education,4
py_nested_if_temperature,ManagingVariable,AssigningVariable,education,4
py_nested_if_temperature,HandlingFunction,CallingFunctionLibrary,education,5
py_nested_if_temperature,HandlingStandardFunction,CallingStandardFunction,education,5
py_nested_if_temperature,HandlingFloat,TransformingToFloatType,education,5
py_nested_if_temperature,HandlingString,CreatingString,education,4
py_nested_if_temperature,ArithmeticOperation,FindMaximum,education,4
py_nested_if_temperature,ArithmeticOperation,FindMinimum,education,4
py_nested_if_temperature2,Call,FunctionCall,parser,5
py_nested_if_temperature2,ArithmeticExpression,BinaryOperation,parser,5
py_nested_if_temperature2,LogicalExpression,ComparisonExpression,parser,5
py_nested_if_temperature2,LogicalExpression,BooleanExpression,parser,5
py_nested_if_temperature2,Literal,StringLiteral,parser,5
py_nested_if_temperature2,NumericLiteral,FloatLiteral,parser,4
py_nested_if_temperature2,Operator,=,parser,5
py_nested_if_temperature2,ComparisonOperator,Less,parser,5
py_nested_if_temperature2,ComparisonOperator,Larger,parser,5
py_nested_if_temperature2,Statement,ExpressionStatement,parser,4
py_nested_if_temperature2,ConditionalStatement,IfElifElseStatement,parser,5
py_nested_if_temperature2,ConditionalStatement,IfStatement,parser,5
py_nested_if_temperature2,ConditionalStatement,IfElseStatement,parser,5
py_nested_if_temperature2,ConditionalStatement,IfElifStatement,parser,5
py_nested_if_temperature2,AssignmentStatement,SimpleAssignmentStatement,parser,5
py_nested_if_temperature2,BuiltInFunction,input(),parser,5
py_nested_if_temperature2,BuiltInFunction,float(),parser,5
py_nested_if_temperature2,BuiltInFunction,print(),parser,5
py_nested_if_temperature2,Python,HandlingInput,education,5
py_nested_if_temperature2,Python,Printing,education,5
py_nested_if_temperature2,CheckingCondition,IfElseChecking,education,5
py_nested_if_temperature2,CheckingCondition,IfElifElseChecking,education,5
py_nested_if_temperature2,CheckingCondition,NestedIfChecking,education,5
py_nested_if_temperature2,CheckingCondition,IfChecking,education,5
py_nested_if_temperature2,CheckingCondition,BooleanEvaluating,education,5
py_nested_if_temperature2,ManagingVariable,AssigningVariable,education,5
py_nested_if_temperature2,HandlingFunction,CallingFunctionLibrary,education,5
py_nested_if_temperature2,HandlingStandardFunction,CallingStandardFunction,education,5
py_nested_if_temperature2,HandlingFloat,TransformingToFloatType,education,5
py_nested_if_temperature2,HandlingString,CreatingString,education,4
py_if_else_grade,Call,FunctionCall,parser,5
py_if_else_grade,LogicalExpression,ComparisonExpression,parser,5
py_if_else_grade,LogicalExpression,BooleanExpression,parser,5
py_if_else_grade,Literal,StringLiteral,parser,5
py_if_else_grade,NumericLiteral,IntegerLiteral,parser,5
py_if_else_grade,Operator,=,parser,5
