exercise_name,educational_list,parser_list
ps_python_try_except,"[Multiplication, CallingSimpleFunction, Addition, CallingLibraryFunction, BooleanEvaluating, HandlingSpecificError, Printing, DefiningSimpleFunction, IfChecking]","[TryStatement, FunctionDefinition, FloatLiteral, print(), ReturnStatement, Less, *, ComparisonExpression, ValueError, IfStatement, FunctionCall, StringLiteral, RaiseStatement, ExpressionStatement, BinaryOperation, +]"
ps_python_xor,"[IfElifElseChecking, BooleanEvaluating, Printing, CallingLibraryFunction]","[print(), IfElifElseStatement, IntegerLiteral, ComparisonExpression, FunctionCall, and, ExpressionStatement, BinaryOperation, ==, BooleanOperation]"
ps_return_bigger_or_none,"[DefiningSimpleFunction, BooleanEvaluating, IfElifChecking]","[ReturnStatement, Less, Larger, ComparisonExpression, NoneLiteral, IfElifStatement, FunctionDefinition, BinaryOperation, PassStatement]"
ps_simple_function,"[DefiningSimpleFunction, CallingSimpleFunction, Printing, CallingLibraryFunction]","[FunctionCall, StringLiteral, FunctionDefinition, print(), ExpressionStatement]"
ps_simple_params,"[CallingSimpleFunction, Addition, CallingLibraryFunction, Printing, DefiningSimpleFunction, NestedFunctionCall]","[+, print(), ReturnStatement, IntegerLiteral, FunctionCall, FunctionDefinition, ExpressionStatement, BinaryOperation]"
py_account2,"[DefiningObjectMethod, Multiplication, DefiningClass, IfChecking, CreatingObject, AssigningValueVariable, Addition, FormattingString, CallingLibraryFunction, CreatingString, BooleanEvaluating, Printing, CallingObjectMethod, Substraction]","[ClassDefinition, +, FunctionDefinition, FloatLiteral, print(), ReturnStatement, IntegerLiteral, AugmentedAssignmentStatement, =, *, Larger, format(), LargerOrEqual, StringLiteral, -, and, SimpleAssignmentStatement, ExpressionStatement, BinaryOperation, IfStatement, ComparisonExpression, FunctionCall, Less, BooleanOperation]"
py_adjacent_consecutive,"[SingleWhileLoopIteration, TransformingToIntType, AssigningValueVariable, HandlingInput, BooleanEvaluating, Printing, IfCheckingInWhileLoop, Substraction, CallingLibraryFunction]","[NotEqual, WhileStatement, print(), BinaryOperation, int(), =, input(), ComparisonExpression, IfStatement, FunctionCall, -, SimpleAssignmentStatement, ExpressionStatement, IntegerLiteral, StringLiteral, ==, and, BooleanOperation]"
py_adjacent_greater,"[SingleWhileLoopIteration, AssigningValueVariable, HandlingInput, CallingLibraryFunction, BooleanEvaluating, Printing, IfCheckingInWhileLoop, ChangingValueVariable, CreatingString, TransformingToFloatType]","[NotEqual, WhileStatement, print(), IntegerLiteral, =, float(), input(), Larger, ComparisonExpression, IfStatement, FunctionCall, StringLiteral, and, SimpleAssignmentStatement, ExpressionStatement, BinaryOperation, BooleanOperation]"
py_average_even_nums,"[SingleWhileLoopIteration, IfElseChecking, FindRemainder, AssigningValueVariable, HandlingInput, BooleanEvaluating, ChangingValueVariable, Printing, IfCheckingInWhileLoop, Division, WhileLoopWith+=, TransformingToIntType]","[NotEqual, +, WhileStatement, print(), BinaryOperation, int(), AugmentedAssignmentStatement, =, input(), IfElseStatement, ComparisonExpression, /, IfStatement, Modulus, FunctionCall, SimpleAssignmentStatement, ExpressionStatement, IntegerLiteral, StringLiteral, ==]"
py_average_float,"[SingleWhileLoopIteration, TransformingToFloatType, IfElseChecking, Addition, AssigningValueVariable, HandlingInput, CallingLibraryFunction, BooleanEvaluating, ChangingValueVariable, Printing, Division, WhileLoopWith+=, CreatingString]","[+, WhileStatement, FloatLiteral, print(), IntegerLiteral, AugmentedAssignmentStatement, =, float(), input(), IfElseStatement, ComparisonExpression, LargerOrEqual, /, BinaryOperation, FunctionCall, StringLiteral, SimpleAssignmentStatement, ExpressionStatement, UnaryOperation, ==]"
py_average_list_elements,"[SingleForLoopIteration, FindingLength, IfElseChecking, Addition, AssigningValueVariable, CallingLibraryFunction, ChangingValueVariable, BooleanEvaluating, Printing, DefiningSimpleFunction, CreatingList, Division, ForLoopWith+=, CallingSimpleFunction]","[ForStatement, +, print(), AugmentedAssignmentStatement, =, IfElseStatement, /, ComparisonExpression, len(), BinaryOperation, ListLiteral, FunctionCall, FunctionDefinition, SimpleAssignmentStatement, ExpressionStatement, IntegerLiteral, StringLiteral, ==]"
py_bmi_calculator,"[TransformingToFloatType, Multiplication, AssigningValueVariable, HandlingInput, CallingLibraryFunction, Printing, Power, Division]","[print(), **, input(), *, float(), /, BinaryOperation, FunctionCall, StringLiteral, SimpleAssignmentStatement, ExpressionStatement, =, IntegerLiteral]"
py_bmi_calculator2,"[TransformingToFloatType, Multiplication, AssigningValueVariable, HandlingInput, CallingLibraryFunction, ChangingValueVariable, Printing, Power, Division, Round]","[round(), print(), IntegerLiteral, **, float(), input(), *, /, BinaryOperation, FunctionCall, StringLiteral, SimpleAssignmentStatement, ExpressionStatement, =]"
py_boolean_dry_hot,"[TransformingToIntType, IfElseChecking, AssigningValueVariable, HandlingInput, CallingLibraryFunction, BooleanEvaluating, Printing, CreatingString]","[print(), int(), =, BooleanLiteral, IfElseStatement, input(), ComparisonExpression, FunctionCall, StringLiteral, and, SimpleAssignmentStatement, ExpressionStatement, BinaryOperation, IntegerLiteral, ==, BooleanOperation]"
py_boolean_dry_hot2,"[TransformingToIntType, IfElseChecking, AssigningValueVariable, HandlingInput, CallingLibraryFunction, BooleanEvaluating, Printing, CreatingString]","[or, print(), int(), =, BooleanLiteral, IfElseStatement, input(), ComparisonExpression, FunctionCall, StringLiteral, SimpleAssignmentStatement, ExpressionStatement, BinaryOperation, IntegerLiteral, ==, BooleanOperation]"
py_boolean_dry_hot3,"[TransformingToIntType, IfElseChecking, AssigningValueVariable, HandlingInput, CallingLibraryFunction, BooleanEvaluating, Printing, CreatingString]","[not, print(), int(), =, BooleanLiteral, IfElseStatement, input(), ComparisonExpression, FunctionCall, StringLiteral, and, SimpleAssignmentStatement, ExpressionStatement, BinaryOperation, UnaryOperation, IntegerLiteral, ==, BooleanOperation]"
py_boolean_dry_hot4,"[TransformingToIntType, IfElseChecking, AssigningValueVariable, HandlingInput, CallingLibraryFunction, BooleanEvaluating, Printing, CreatingString]","[not, or, print(), int(), =, BooleanLiteral, IfElseStatement, input(), ComparisonExpression, FunctionCall, StringLiteral, and, SimpleAssignmentStatement, ExpressionStatement, BinaryOperation, IntegerLiteral, ==, BooleanOperation]"
py_char_dict,"[SingleForLoopIteration, AccessingDictionary, Addition, HandlingInput, AssigningValueVariable, CallingLibraryFunction, ChangingValueVariable, Printing, CheckingForItem, DefiningSimpleFunction, CreatingDictionary, IfElseCheckingInForLoop, IndexingDictionary, ForLoopWith+=, ChangingValueDictionaryElement, CallingSimpleFunction, BooleanEvaluating, CreatingString]","[ForStatement, print(), =, IfElseStatement, input(), DictLiteral, in, BinaryOperation, FunctionCall, StringLiteral, FunctionDefinition, SimpleAssignmentStatement, ExpressionStatement, IndexingExpression, +, IntegerLiteral, AugmentedAssignmentStatement, AddingItemToDictionary]"
py_check_adjacent,"[SingleWhileLoopIteration, TransformingToFloatType, AssigningValueVariable, HandlingInput, BooleanEvaluating, Printing, IfCheckingInWhileLoop, CallingLibraryFunction]","[NotEqual, WhileStatement, print(), =, float(), input(), ComparisonExpression, IfStatement, FunctionCall, SimpleAssignmentStatement, ExpressionStatement, BinaryOperation, UnaryOperation, IntegerLiteral, StringLiteral, ==]"
py_check_age,"[TransformingToIntType, IfElseChecking, AssigningValueVariable, HandlingInput, CallingLibraryFunction, CreatingString, BooleanEvaluating, HandlingSpecificError, SplittingString, Printing, DefiningSimpleFunction, Concatenation, IndexingList, NestedFunctionCall, CallingSimpleFunction]","[TryStatement, +, print(), LessOrEqual, int(), =, IfElseStatement, input(), IndexError, ComparisonExpression, split(), LargerOrEqual, ValueError, BinaryOperation, FunctionCall, FunctionDefinition, and, SimpleAssignmentStatement, ExpressionStatement, IndexingExpression, IntegerLiteral, StringLiteral, BooleanOperation]"
py_check_age2,"[SingleWhileLoopIteration, TransformingToIntType, CallingSimpleFunction, AssigningValueVariable, HandlingInput, CallingLibraryFunction, BooleanEvaluating, HandlingSpecificError, SplittingString, Printing, IfElseCheckingInWhileLoop, DefiningSimpleFunction, Concatenation, IndexingList, WhileLoopWithListIndexing, CreatingString]","[WhileStatement, split(), TryStatement, +, LessOrEqual, =, LargerOrEqual, BinaryOperation, FunctionCall, and, int(), input(), IfElseStatement, FunctionDefinition, print(), BooleanLiteral, IndexError, ComparisonExpression, ValueError, StringLiteral, SimpleAssignmentStatement, ExpressionStatement, IndexingExpression, IntegerLiteral, not]"
py_check_product_code,"[SingleWhileLoopIteration, Addition, HandlingInput, AssigningValueVariable, CallingLibraryFunction, ChangingValueVariable, HandlingSpecificError, BooleanEvaluating, Printing, DefiningSimpleFunction, IfCheckingInWhileLoop, IndexingString, WhileLoopWithListIndexing, WhileLoopWith+=, IfChecking, CallingSimpleFunction]","[TryStatement, +, NotEqual, WhileStatement, print(), BinaryOperation, AugmentedAssignmentStatement, =, input(), IndexError, ComparisonExpression, IfStatement, FunctionCall, StringLiteral, FunctionDefinition, SimpleAssignmentStatement, ExpressionStatement, IndexingExpression, IntegerLiteral, ==]"
py_check_product_code2,"[SingleWhileLoopIteration, TransformingToIntType, CallingSimpleFunction, AssigningValueVariable, HandlingInput, Addition, CallingLibraryFunction, ChangingValueVariable, HandlingSpecificError, BooleanEvaluating, Printing, DefiningSimpleFunction, IfCheckingInWhileLoop, IndexingString, SlicingString, WhileLoopWithListIndexing, WhileLoopWith+=, IfChecking]","[NotEqual, WhileStatement, AugmentedAssignmentStatement, IfStatement, TryStatement, +, =, LargerOrEqual, BinaryOperation, FunctionCall, and, int(), input(), FunctionDefinition, print(), IndexError, ComparisonExpression, ValueError, StringLiteral, SimpleAssignmentStatement, ExpressionStatement, IndexingExpression, SlicingExpression, IntegerLiteral, ==, BooleanOperation]"
py_concat_char_two_str,"[CallingLibraryFunction, CreatingString, Printing, DefiningSimpleFunction, Concatenation, IndexingString, SlicingString, CallingSimpleFunction]","[+, print(), ReturnStatement, BinaryOperation, FunctionCall, StringLiteral, FunctionDefinition, ExpressionStatement, IndexingExpression, SlicingExpression, =]"
py_concat_char_two_str2,"[AssigningValueVariable, CallingLibraryFunction, CreatingString, Printing, DefiningSimpleFunction, Concatenation, SlicingString, NestedFunctionCall, CallingSimpleFunction]","[+, print(), ReturnStatement, =, FunctionCall, StringLiteral, FunctionDefinition, SimpleAssignmentStatement, ExpressionStatement, BinaryOperation, SlicingExpression]"
py_concat_str_num,"[Addition, AssigningValueVariable, CallingLibraryFunction, CreatingString, Printing, Concatenation, NestedFunctionCall, TransformingToStringType]","[+, print(), IntegerLiteral, BinaryOperation, FunctionCall, StringLiteral, str(), SimpleAssignmentStatement, ExpressionStatement, =]"
py_concat_str_num2,"[Multiplication, Addition, AssigningValueVariable, CallingLibraryFunction, CreatingString, TransformingToStringType, Printing, Concatenation, NestedFunctionCall]","[+, print(), IntegerLiteral, *, BinaryOperation, FunctionCall, StringLiteral, str(), SimpleAssignmentStatement, ExpressionStatement, =]"
py_concat_string_num3,"[Addition, AssigningValueVariable, CallingLibraryFunction, CreatingString, TransformingToStringType, Printing, Concatenation, NestedFunctionCall]","[+, print(), IntegerLiteral, =, BinaryOperation, FunctionCall, StringLiteral, str(), SimpleAssignmentStatement, ExpressionStatement]"
py_digits,"[SingleWhileLoopIteration, FindRemainder, AssigningValueVariable, CallingLibraryFunction, BooleanEvaluating, Printing, Division, ChangingValueVariable]","[WhileStatement, print(), IntegerLiteral, =, ComparisonExpression, BinaryOperation, //, FunctionCall, SimpleAssignmentStatement, ExpressionStatement, Larger, Modulus]"
py_display_time2,"[TransformingToIntType, FindRemainder, AssigningValueVariable, HandlingInput, CallingLibraryFunction, Printing, Division]","[print(), IntegerLiteral, int(), input(), BinaryOperation, //, FunctionCall, StringLiteral, SimpleAssignmentStatement, ExpressionStatement, =, Modulus]"
py_divisor,"[SingleWhileLoopIteration, FindRemainder, Addition, AssigningValueVariable, CallingLibraryFunction, BooleanEvaluating, ChangingValueVariable, Printing, WhileLoopWith+=]","[NotEqual, +, WhileStatement, print(), IntegerLiteral, AugmentedAssignmentStatement, ComparisonExpression, BinaryOperation, FunctionCall, StringLiteral, SimpleAssignmentStatement, ExpressionStatement]"
py_f_to_c_conversion,"[Multiplication, TransformingToIntType, Addition, AssigningValueVariable, HandlingInput, CallingLibraryFunction, Printing, Division]","[+, print(), IntegerLiteral, int(), input(), *, /, BinaryOperation, FunctionCall, StringLiteral, SimpleAssignmentStatement, ExpressionStatement, =]"
py_fahrenheit_to_celsius,"[Multiplication, TransformingToIntType, AssigningValueVariable, HandlingInput, CallingLibraryFunction, Printing, Division, CreatingString, Substraction]","[print(), IntegerLiteral, int(), *, input(), /, BinaryOperation, FunctionCall, StringLiteral, -, SimpleAssignmentStatement, ExpressionStatement, =]"
py_fail_course,"[TransformingToIntType, IfElseChecking, AssigningValueVariable, HandlingInput, CallingLibraryFunction, BooleanEvaluating, Printing, CreatingString]","[or, print(), Less, int(), =, BooleanLiteral, input(), Larger, IfElseStatement, ComparisonExpression, FunctionCall, StringLiteral, SimpleAssignmentStatement, ExpressionStatement, IntegerLiteral, BooleanOperation, ==]"
py_fail_course2,"[TransformingToIntType, IfElseChecking, AssigningValueVariable, HandlingInput, CallingLibraryFunction, BooleanEvaluating, Printing, CreatingString]","[or, print(), IntegerLiteral, Less, int(), =, BooleanLiteral, input(), IfElseStatement, ComparisonExpression, FunctionCall, StringLiteral, SimpleAssignmentStatement, ExpressionStatement, BinaryOperation, ==, BooleanOperation]"
py_fail_course3,"[TransformingToIntType, IfElseChecking, AssigningValueVariable, HandlingInput, CallingLibraryFunction, BooleanEvaluating, Printing, CreatingString]","[not, print(), int(), =, input(), Larger, IfElseStatement, FunctionCall, StringLiteral, SimpleAssignmentStatement, ExpressionStatement, UnaryOperation, ==, BooleanLiteral, ComparisonExpression, BooleanOperation]"
py_file_input_stat,"[TransformingToStringType, ClosingFile, FindingLength, AssigningValueVariable, IfCheckingInForLoop, NestedForLoopIteration, Addition, CreatingString, CallingLibraryFunction, BooleanEvaluating, HandlingSpecificError, SplittingString, Printing, ChangingValueVariable, DefiningSimpleFunction, OpeningFile, ForLoopWith+=, NestedFunctionCall, ReadingLine, Concatenation]","[FileNotFoundError, AugmentedAssignmentStatement, split(), TryStatement, ForStatement, +, open(), IntegerLiteral, close(), =, BinaryOperation, FunctionCall, IOError, FunctionDefinition, print(), Larger, ComparisonExpression, len(), StringLiteral, str(), SimpleAssignmentStatement, ExpressionStatement, IfStatement]"
py_find_average,"[SingleWhileLoopIteration, TransformingToIntType, IfElseChecking, AssigningValueVariable, HandlingInput, BooleanEvaluating, ChangingValueVariable, Printing, Division, WhileLoopWith+=, Addition, CallingLibraryFunction]","[NotEqual, +, WhileStatement, print(), int(), AugmentedAssignmentStatement, =, input(), IfElseStatement, ComparisonExpression, /, BinaryOperation, FunctionCall, SimpleAssignmentStatement, ExpressionStatement, IntegerLiteral, StringLiteral, ==]"
py_first_char_words_dict,"[ConvertStringToLowerCase, SingleForLoopIteration, AddingListElementWithAppend, AccessingDictionary, AssigningValueVariable, HandlingInput, CallingLibraryFunction, BooleanEvaluating, SplittingString, Printing, CheckingForItem, DefiningSimpleFunction, CreatingDictionary, CreatingList, IfElseCheckingInForLoop, IndexingDictionary, IndexingString, ChangingValueDictionaryElement, NestedIfChecking, AddingItemToDictionary]","[ForStatement, print(), lower(), =, IfElseStatement, input(), DictLiteral, split(), in, append(), ListLiteral, FunctionCall, StringLiteral, FunctionDefinition, SimpleAssignmentStatement, ExpressionStatement, BinaryOperation, IndexingExpression, IfStatement, not]"
py_if_else_grade,"[TransformingToIntType, AssigningValueVariable, HandlingInput, CallingLibraryFunction, BooleanEvaluating, Printing, IfElifElseChecking, CreatingString]","[print(), IfElifElseStatement, IntegerLiteral, int(), input(), ComparisonExpression, LargerOrEqual, FunctionCall, StringLiteral, SimpleAssignmentStatement, ExpressionStatement, =]"
py_if_else_num,"[TransformingToIntType, AssigningValueVariable, HandlingInput, CallingLibraryFunction, BooleanEvaluating, Printing, IfElifElseChecking]","[print(), IfElifElseStatement, Less, int(), input(), Larger, ComparisonExpression, FunctionCall, StringLiteral, SimpleAssignmentStatement, ExpressionStatement, BinaryOperation, IntegerLiteral, =]"
py_if_else_wage,"[Multiplication, TransformingToIntType, IfElseChecking, AssigningValueVariable, HandlingInput, Addition, BooleanEvaluating, Printing, Substraction, CallingLibraryFunction]","[+, print(), int(), =, input(), Larger, *, ComparisonExpression, IfElseStatement, BinaryOperation, FunctionCall, -, SimpleAssignmentStatement, ExpressionStatement, UnaryOperation, FloatLiteral, StringLiteral]"
py_if_else_wage2,"[Multiplication, TransformingToIntType, IfElseChecking, Addition, AssigningValueVariable, BooleanEvaluating, ChangingValueVariable, Printing, Substraction, CallingLibraryFunction, HandlingInput]","[+, print(), Less, int(), AugmentedAssignmentStatement, =, *, Larger, IfElseStatement, ComparisonExpression, BinaryOperation, FunctionCall, -, SimpleAssignmentStatement, ExpressionStatement, FloatLiteral, StringLiteral, IntegerLiteral, input()]"
py_ifelse_odd_even,"[TransformingToIntType, FindRemainder, IfElseChecking, AssigningValueVariable, HandlingInput, CallingLibraryFunction, BooleanEvaluating, Printing]","[print(), IntegerLiteral, int(), input(), IfElseStatement, ComparisonExpression, BinaryOperation, Modulus, FunctionCall, StringLiteral, SimpleAssignmentStatement, ExpressionStatement, =, ==]"
py_ifelseif_grade2,"[AssigningValueVariable, HandlingInput, CallingLibraryFunction, BooleanEvaluating, Printing, IfElifElseChecking]","[print(), IfElifElseStatement, input(), ComparisonExpression, FunctionCall, StringLiteral, SimpleAssignmentStatement, ExpressionStatement, BinaryOperation, =, ==]"
py_input,"[SingleWhileLoopIteration, TransformingToIntType, AssigningValueVariable, HandlingInput, CallingLibraryFunction, BooleanEvaluating, Printing]","[WhileStatement, print(), IntegerLiteral, int(), input(), ComparisonExpression, LargerOrEqual, FunctionCall, StringLiteral, SimpleAssignmentStatement, ExpressionStatement, BinaryOperation, =]"
py_input2,"[SingleWhileLoopIteration, TransformingToIntType, AssigningValueVariable, HandlingInput, CallingLibraryFunction, BooleanEvaluating, Printing]","[WhileStatement, print(), IntegerLiteral, LessOrEqual, int(), input(), ComparisonExpression, LargerOrEqual, FunctionCall, StringLiteral, and, SimpleAssignmentStatement, ExpressionStatement, BinaryOperation, =, BooleanOperation]"
py_input3,"[SingleWhileLoopIteration, TransformingToIntType, AssigningValueVariable, HandlingInput, CallingLibraryFunction, CreatingString, BooleanEvaluating, Printing]","[WhileStatement, print(), IntegerLiteral, LessOrEqual, int(), =, input(), ComparisonExpression, LargerOrEqual, FunctionCall, StringLiteral, and, SimpleAssignmentStatement, ExpressionStatement, BinaryOperation, BooleanOperation]"
py_input4,"[SingleWhileLoopIteration, TransformingToIntType, FindRemainder, AssigningValueVariable, HandlingInput, CallingLibraryFunction, BooleanEvaluating, Printing, CreatingString]","[NotEqual, or, WhileStatement, print(), int(), =, input(), ComparisonExpression, LargerOrEqual, BinaryOperation, FunctionCall, SimpleAssignmentStatement, ExpressionStatement, IntegerLiteral, Modulus, StringLiteral, BooleanOperation]"
py_input_stat2,"[TransformingToStringType, ClosingFile, SingleWhileLoopIteration, NestedFunctionCall, FindingLength, AssigningValueVariable, HandlingInput, NestedForLoopIteration, IfCheckingInForLoop, CreatingString, Addition, CallingLibraryFunction, BooleanEvaluating, HandlingSpecificError, SplittingString, Printing, DefiningSimpleFunction, OpeningFile, ForLoopWith+=, ChangingValueVariable, SingleForLoopIteration, ReadingLine, Concatenation]","[WhileStatement, FileNotFoundError, AugmentedAssignmentStatement, split(), TryStatement, ForStatement, +, open(), IntegerLiteral, close(), =, BinaryOperation, FunctionCall, IOError, input(), FunctionDefinition, not, print(), ReturnStatement, BooleanLiteral, Larger, ComparisonExpression, len(), StringLiteral, str(), SimpleAssignmentStatement, ExpressionStatement, UnaryOperation, IfStatement, BooleanOperation]"
py_largest_divisor,"[SingleWhileLoopIteration, FindRemainder, AssigningValueVariable, CallingLibraryFunction, BooleanEvaluating, ChangingValueVariable, Printing, Substraction]","[NotEqual, WhileStatement, print(), IntegerLiteral, AugmentedAssignmentStatement, ComparisonExpression, BinaryOperation, Modulus, FunctionCall, StringLiteral, -, SimpleAssignmentStatement, ExpressionStatement, =]"
py_list2d_basic,"[AssigningValueVariable, Create2DArray, Printing, ChangingValueListElement, ChangingValue2DArrayElement, CallingLibraryFunction]","[ListLiteral, FunctionCall, =, print(), SimpleAssignmentStatement, ExpressionStatement, BinaryOperation, IndexingExpression, IntegerLiteral]"
py_list2d_basic2,"[AssigningValueVariable, Create2DArray, Printing, ChangingValueListElement, ChangingValue2DArrayElement, CallingLibraryFunction]","[ListLiteral, FunctionCall, =, print(), SimpleAssignmentStatement, ExpressionStatement, IndexingExpression, IntegerLiteral]"
py_list2d_basic3,"[AssigningValueVariable, Create2DArray, CallingLibraryFunction, Printing, ChangingValueListElement, ChangingValue2DArrayElement]","[print(), IntegerLiteral, =, ListLiteral, FunctionCall, SimpleAssignmentStatement, ExpressionStatement, IndexingExpression]"
py_list_basic,"[CreatingList, AssigningValueVariable, Printing, ChangingValueListElement, CallingLibraryFunction]","[ListLiteral, FunctionCall, =, print(), SimpleAssignmentStatement, ExpressionStatement, IndexingExpression, IntegerLiteral]"
py_list_basic2,"[CreatingList, AssigningValueVariable, Printing, ChangingValueListElement, CallingLibraryFunction]","[ListLiteral, FunctionCall, =, print(), SimpleAssignmentStatement, ExpressionStatement, IndexingExpression, FloatLiteral]"
py_list_basic3,"[CreatingList, AssigningValueVariable, Printing, CallingLibraryFunction, ChangingValueListElement]","[print(), =, ListLiteral, FunctionCall, StringLiteral, SimpleAssignmentStatement, ExpressionStatement, IndexingExpression]"
py_list_change,"[SingleForLoopIteration, FindingLength, Addition, AssigningValueVariable, CallingLibraryFunction, ChangingValueVariable, Printing, CreatingList, ForLoopWithListIndexing, ForLoopWith+=, ChangingValueListElement]","[+, ForStatement, range(), print(), AugmentedAssignmentStatement, =, len(), BinaryOperation, ListLiteral, FunctionCall, SimpleAssignmentStatement, ExpressionStatement, IndexingExpression, IntegerLiteral]"
py_list_fill,"[SingleForLoopIteration, AddingListElementWithAppend, Multiplication, Addition, AssigningValueVariable, CallingLibraryFunction, Printing, CreatingList, ForLoopWith*=, ForLoopWith+=]","[+, ForStatement, range(), print(), =, *, BinaryOperation, ListLiteral, FunctionCall, append(), SimpleAssignmentStatement, ExpressionStatement, IntegerLiteral]"
py_list_fill_user_input,"[SingleForLoopIteration, AddingListElementWithAppend, AssigningValueVariable, HandlingInput, CallingLibraryFunction, Printing, CreatingList]","[ForStatement, range(), print(), =, input(), ListLiteral, FunctionCall, append(), ExpressionStatement, StringLiteral]"
py_list_min,"[SingleForLoopIteration, FindingLength, AssigningValueVariable, IfCheckingInForLoop, CallingLibraryFunction, BooleanEvaluating, Printing, CreatingList, IndexingList, ForLoopWithListIndexing, NestedFunctionCall, ChangingValueVariable]","[ForStatement, range(), print(), IntegerLiteral, Less, =, ComparisonExpression, len(), IfStatement, ListLiteral, FunctionCall, SimpleAssignmentStatement, ExpressionStatement, BinaryOperation, IndexingExpression]"
py_list_min_max,"[SingleForLoopIteration, FindingLength, AssigningValueVariable, IfCheckingInForLoop, CallingLibraryFunction, BooleanEvaluating, ChangingValueVariable, Printing, CreatingList, IndexingList, ForLoopWithListIndexing]","[ForStatement, range(), print(), IntegerLiteral, BinaryOperation, =, Larger, ComparisonExpression, len(), IfStatement, ListLiteral, FunctionCall, SimpleAssignmentStatement, ExpressionStatement, IndexingExpression, StringLiteral]"
py_list_process_elements,"[SingleForLoopIteration, Addition, AssigningValueVariable, CallingLibraryFunction, ChangingValueVariable, Printing, DefiningSimpleFunction, CreatingList, IndexingList, ForLoopWith+=, CallingSimpleFunction]","[ForStatement, +, print(), AugmentedAssignmentStatement, =, BinaryOperation, ListLiteral, FunctionCall, FunctionDefinition, SimpleAssignmentStatement, ExpressionStatement, IntegerLiteral, StringLiteral]"
py_list_rotate,"[SingleForLoopIteration, FindingLength, AssigningValueVariable, CallingLibraryFunction, Printing, DefiningSimpleFunction, CreatingList, ForLoopWithListIndexing, ForLoopWith+=, ChangingValueListElement, Substraction, NestedFunctionCall, CallingSimpleFunction, Addition]","[ForStatement, range(), print(), ReturnStatement, =, -, len(), BinaryOperation, ListLiteral, FunctionCall, FunctionDefinition, SimpleAssignmentStatement, ExpressionStatement, IndexingExpression, IntegerLiteral, +]"
py_list_rotate_left_twice,"[SingleForLoopIteration, FindingLength, Addition, AssigningValueVariable, CallingLibraryFunction, Printing, DefiningSimpleFunction, CreatingList, ForLoopWithListIndexing, ChangingValueListElement, Substraction, CallingSimpleFunction]","[+, ForStatement, range(), print(), ReturnStatement, =, -, len(), BinaryOperation, ListLiteral, FunctionCall, FunctionDefinition, SimpleAssignmentStatement, ExpressionStatement, IndexingExpression, StringLiteral]"
py_list_rotate_right,"[SingleForLoopIteration, FindingLength, AssigningValueVariable, CallingLibraryFunction, Printing, DefiningSimpleFunction, CreatingList, ForLoopWithListIndexing, ChangingValueListElement, Substraction, CreatingString, CallingSimpleFunction]","[ForStatement, FunctionDefinition, range(), print(), ReturnStatement, IntegerLiteral, =, len(), BinaryOperation, ListLiteral, FunctionCall, -, SimpleAssignmentStatement, ExpressionStatement, IndexingExpression, StringLiteral]"
py_list_rotate_right_twice,"[SingleForLoopIteration, FindingLength, AssigningValueVariable, CallingLibraryFunction, Printing, DefiningSimpleFunction, CreatingList, ForLoopWithListIndexing, ChangingValueListElement, NestedFunctionCall, Substraction, CallingSimpleFunction]","[ForStatement, FunctionDefinition, range(), print(), ReturnStatement, IntegerLiteral, =, len(), BinaryOperation, ListLiteral, FunctionCall, -, SimpleAssignmentStatement, ExpressionStatement, IndexingExpression, ComparisonExpression]"
py_list_swap_adjacent_elements,"[SingleForLoopIteration, FindingLength, Addition, AssigningValueVariable, CallingLibraryFunction, SwappingValueVariables, Printing, CreatingList, ForLoopWithListIndexing, ChangingValueListElement]","[+, ForStatement, range(), print(), =, len(), BinaryOperation, ListLiteral, FunctionCall, SimpleAssignmentStatement, ExpressionStatement, IndexingExpression, IntegerLiteral]"
py_loan2,"[DefiningObjectMethod, TransformingToFloatType, DefiningClass, TransformingToIntType, Multiplication, Addition, AssigningValueVariable, HandlingInput, FormattingString, CreatingObject, CallingLibraryFunction, Printing, Power, Division, CallingObjectMethod]","[ClassDefinition, +, FunctionDefinition, print(), ReturnStatement, int(), =, **, *, float(), input(), /, format(), FunctionCall, -, SimpleAssignmentStatement, ExpressionStatement, BinaryOperation]"
py_nested_if_max_of_three,"[TransformingToIntType, IfElseChecking, AssigningValueVariable, HandlingInput, CallingLibraryFunction, BooleanEvaluating, Printing, NestedIfChecking]","[print(), int(), IfElseStatement, Larger, input(), ComparisonExpression, FunctionCall, StringLiteral, SimpleAssignmentStatement, ExpressionStatement, BinaryOperation, =]"
py_nested_if_min_max,"[TransformingToIntType, IfElseChecking, AssigningValueVariable, HandlingInput, CallingLibraryFunction, BooleanEvaluating, Printing, NestedIfChecking]","[print(), Less, int(), IfElseStatement, input(), ComparisonExpression, FunctionCall, StringLiteral, SimpleAssignmentStatement, ExpressionStatement, BinaryOperation, =]"
py_nested_if_temperature,"[TransformingToFloatType, IfElseChecking, AssigningValueVariable, HandlingInput, CallingLibraryFunction, BooleanEvaluating, Printing, NestedIfChecking]","[print(), Less, float(), Larger, input(), ComparisonExpression, IfElseStatement, FunctionCall, StringLiteral, SimpleAssignmentStatement, ExpressionStatement, BinaryOperation, =]"
